Post date,Post time,Type,Link,Description,Length of video,Views,Shares,Likes,WOW,Hearts,LOL,Sad,Mad,Comments,From,# Comment,Date of comment,Time of Comment,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Bangladesh growth stays strong,???? ???????,31,, · May 16 at 2:10am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Bhutan 11.2 in 2018 impossible,Gaurav Sandhu,31,, · Reply · May 22 at 10:07am,,
14-May,8:05 AM,Share,Video,"It's Mother's Day in many countries around the world. Phiona Mutesi, the Queen of Katwe, has a message for her mom.",,,16,54,,5,,,,Hmmmm,Maya Hatters,2,, · Reply · May 14 at 8:46am,,
14-May,8:05 AM,Share,Video,"It's Mother's Day in many countries around the world. Phiona Mutesi, the Queen of Katwe, has a message for her mom.",,,16,54,,5,,,,"I, like any reasonable citizen of Ukraine, certainly support the NOZVIZ for Ukrainians. For a long time I dream to visit Europe. But as you can see, the dream will never come true, since our scanty pensions will not allow even to think about such a trip. Sam - a military pensioner. I served the state of Ukraine for more than 20 years, I consider myself a patriot, and my pension is only 75 EUR per month! Well, tell me, where can I go to this scanty pension? Only unless to the border point. And then - stop! Don `t move! And then another month I will live on something! Travel to Europe is impossible for most citizens of Ukraine, including for military retirees due to tiny pensions. Such a frankly skew-disdainful attitude towards the former military is a shame for our European state and, first of all, for President Petro Poroshenko and the government. This is an indisputable result of the total failure of economic and social policy, especially since military pensions in Ukraine have not been recounted and indexed for the last 4 years, unlike civilian ones, and remain unchanged, that is, beggarly! In addition, in violation of the provisions of the Constitution - even housing and communal benefits for the military were abolished! Where does our Guarantor of the Constitution look ?! This is a shame against the backdrop of blatant irresponsibility! And as a consequence to this - almost zero rating! President Poroshenko and the government of Ukraine headed by Groisman deserve such an assessment! And so not only military pensioners believe! But most of the economically robbed population of the country!",???? ????????,2,, · May 15 at 4:49pm,,
12-May,5:42 PM,Share,F&D,"“Capitalism without failure is like religion without sin. It doesn’t work,” said Allan H. Meltzer. The internationally renowned economist and professor died earlier this week. Read F&D’s interview with Meltzer",,,0,55,2,4,,4,,"Projected population growth are errors, They are decreasing or constant in reality.",James H Hong,5,, · Reply · May 13 at 6:50am,,
12-May,5:42 PM,Share,F&D,"“Capitalism without failure is like religion without sin. It doesn’t work,” said Allan H. Meltzer. The internationally renowned economist and professor died earlier this week. Read F&D’s interview with Meltzer",,,0,55,2,4,,4,,https://www.facebook.com/photo.php?fbid=1865960893674986&set=a.1386889471582133.1073741825.100007832801880&type=3&theater,James H Hong,5,, · Reply · May 13 at 6:31am,,
12-May,5:42 PM,Share,F&D,"“Capitalism without failure is like religion without sin. It doesn’t work,” said Allan H. Meltzer. The internationally renowned economist and professor died earlier this week. Read F&D’s interview with Meltzer",,,0,55,2,4,,4,,Hello I want financial support,Rockson Ankomah,5,, · Reply · May 13 at 5:35am,,
12-May,5:42 PM,Share,F&D,"“Capitalism without failure is like religion without sin. It doesn’t work,” said Allan H. Meltzer. The internationally renowned economist and professor died earlier this week. Read F&D’s interview with Meltzer",,,0,55,2,4,,4,,Hmmm,Maya Hatters,5,, · May 13 at 12:16am,,
12-May,5:42 PM,Share,F&D,"“Capitalism without failure is like religion without sin. It doesn’t work,” said Allan H. Meltzer. The internationally renowned economist and professor died earlier this week. Read F&D’s interview with Meltzer",,,0,55,2,4,,4,,"Animals do not use money, laws, politics, and natural destruction. Nor schools/ work for aging.",James H Hong,5,, · Reply · May 12 at 6:46pm,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,"Building on years of research into inequality to offer its members countries bankruptcy, poverty, division, and misery. Building the recipe for disaster. Thank you.",Diego Rabasco,6,, · Reply · May 13 at 2:58pm,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,Hello I want financial support,Rockson Ankomah,6,, · May 13 at 5:54am,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,"?? ?? ?? ????? ???? ???See Translation May I ask the location of the photo?
That type of development?",Sky Lon,6,, · Reply · May 12 at 7:16pm,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,I see,Maya Hatters,6,, · Reply · May 12 at 5:02pm,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,"the name of your organization has been forwarded as part of a scam--unless you actually want to give me $70,000 in cash by UPS delivery tomorrow",Edda Briggs Thiele,6,, · May 12 at 4:03pm,,
12-May,3:01 PM,Share,Photo,"Rising inequality poses risks to durable economic growth. The IMF is building on years of research into inequality to offer its member countries policy solutions, particularly on equitable ways to tax and spend.",,,19,85,,1,1,,,"i Edda - thanks for reaching out. This is indeed a scam, please see: https://www.imf.org/external/scams.htm",International Monetary Fund,6,, · May 16 at 6:13pm,,
12-May,9:59 AM,Video,,"If you missed the Asia Pacific Regional Economic Outlook presser, here is a sneak",,,12,59,2,1,,,,Hmm,Maya Hatters ,3,, · Reply · May 14 at 1:15am,,
12-May,9:59 AM,Video,,"If you missed the Asia Pacific Regional Economic Outlook presser, here is a sneak",,,12,59,2,1,,,,The world economy going so sad. A lot of markets are sick ??. We must return to the last Restore point. I think that 1979. After that it will be individual analysis.,Ninguem Sonair,3,, · Reply · May 12 at 10:50am,,
12-May,9:59 AM,Video,,"If you missed the Asia Pacific Regional Economic Outlook presser, here is a sneak",,,12,59,2,1,,,,#Outstanding,Kenneth Awhin,3,, · Reply · May 12 at 10:10am,,
12-May,3:05 AM,Share,Chart,"IMF and inclusive growth. Ahead of the G7 meeting this weekend, a look at how the IMF is making work on inclusion a part of its daily operations. http://ow.ly/j4wo30bEmmU",,,33,91,1,3,1,,,SALUDOS DESDE PERU. Greetings from Peru.,DetectiveAndre Ramirez,3,, · Reply · May 12 at 2:40pm,,
12-May,3:05 AM,Share,Chart,"IMF and inclusive growth. Ahead of the G7 meeting this weekend, a look at how the IMF is making work on inclusion a part of its daily operations. http://ow.ly/j4wo30bEmmU",,,33,91,1,3,1,,,The world economy going so sad. A lot of markets are sick ??. We must return to the last Restore point. I think that 1979. After that it will be individual analysis.,Ninguem Sonair,3,, · Reply · May 12 at 11:16am,,
12-May,3:05 AM,Share,Chart,"IMF and inclusive growth. Ahead of the G7 meeting this weekend, a look at how the IMF is making work on inclusion a part of its daily operations. http://ow.ly/j4wo30bEmmU",,,33,91,1,3,1,,,I see,Maya Hatters,3,, · Reply · May 12 at 3:46am,,
11-May,3:50 PM,Share,Table,"Economic growth is broadening in Central, Eastern, and Southeastern Europe (CESEE). However, growth prospects will be tested by a dwindling workforce and weak productivity. Reaching Western European income levels would thus take longer. Latest Regional Economic Issues update on the region:",,,12,40,1,1,,,,The world economy going so sad. A lot of markets are sick ??. We must return to the last Restore point. I think that 1979. After that it will be individual analysis.,Ninguem Sonair,2,, · Reply · May 12 at 12:06pm,,
11-May,3:50 PM,Share,Table,"Economic growth is broadening in Central, Eastern, and Southeastern Europe (CESEE). However, growth prospects will be tested by a dwindling workforce and weak productivity. Reaching Western European income levels would thus take longer. Latest Regional Economic Issues update on the region:",,,12,40,1,1,,,,Hmmm,Maya Hatters,2,, · May 11 at 4:31pm,,
11-May,2:59 PM,Share,ICD,Fostering inclusive growth and tackling inequality,,,0,20,,1,1,,, Heartly thanks now,Rajesh Ranjan Karn,1,, · Reply · May 16 at 3:02pm,,
9-May,1:42 PM,Video,,"Strong and urgent policy action is needed to restart sub-Saharan African growth.
Read out latest economic outlook for the region: http://ow.ly/Iyd030bzGIz
Learn more at IMF Africa.",,,12,36,,1,,1,,Hmmm,Maya Hatters,1,,,,
9-May,,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,16,37,,,,,, The financial crisis 2008 waz an accident only! Sorry!,Christian Hess,1,, · Reply · May 9 at 10:43am,,
9-May,,Share,Chart,India: Temporary disruptions caused by demonetization are expected to gradually dissipate #IMFAsia http://ow.ly/tbae30bySbP,,,33,61,,4,1,,, Heartly thanks now,Rajesh Ranjan Karn,1,, · Reply · May 16 at 3:02pm,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,"What about robots, can't they do the work? why are ""migrants"" seen as the only way to cope with population growth? Why is an aging population a problem now compared to 10 years ago? increasing our population wont solve this, it only makes things worse so how can migrants solve this?",Rod Barker,9,, · Reply · May 9 at 12:47am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,"Robots don't file patents, pay no income taxes and don't consume. These are just a few major reasons aside from the comparably minor fact that Robots can't do everything a human can.
Steady growth relies on households and consumers as much as on the companies. Immigration is often the only possibility to increase your potential taxpayers, inventors and consumers in the short term. After all you can't just ""make"" people by pushing a button.",Mi Key,9,, · May 9 at 3:03am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,"Mi Key, it sounds like you think perpetual economic growth is necessary for existence?",Rod Barker,9,, · Reply · May 9 at 3:31am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,Rod Barker what you imply is certainly an interesting philosophical approach and I agree that it is still up to discussion how much capitalism we want or how high we value economics. But a simplified approach or answer might be that with an ever increa...See More,Mi Key,9,, · May 9 at 5:36pm,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,," Thank's Mi Key for your considered response. Continual growth is of course absurd and impossible with finite resources. What we need to think of is ways to manufacture and distribute resources while at the same time reduce our impact on the environment. Also we need to be focusing restoring our biosphere which supports all living things as with out this, there will be no economy. Our monetary and economic systems are designed to reward destruction and disparity and neoliberal capitalism is a sever form of this way of operating. Have a look at these two presentations when you have time.  https://www.youtube.com/watch?v=kz9wjJjmkmc&t=3shttps://www.youtube.com/watch?v=DZCm2QQZVYk",Rod Barker,9,, · May 9 at 5:49pm,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,China's one child policy is hitting them back. So is Japan's and Korea's policy. Source: 'Rise and fall of nations' by Ruchir Sharma,Joel Robinson,9,, · Reply · May 9 at 4:58am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,my name is nigatu.I need this relief,Nige Hit,9,, · Reply · May 10 at 8:41am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,Hmmm,Maya Hatters,9,, · Reply · May 9 at 12:52am,,
8-May,,Share,Infographic,"To face aging challenge, Asia needs to protect elderly, raise female participation in workforce #IMFAsia http://ow.ly/YMqJ30byhIP",,,22,80,1,,,,,My name is Everline Grant I need this relief!!,Everline Grant,9,, · Reply · May 12 at 2:08pm,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,," What about ecosystem collapse, air and water pollution and population pressure on wild life and each other? continual growth economics is fundamentally flawed, how can any sane person or organisation support this concept?",Rod Barker,12,, · May 9 at 12:52am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,"Joshua Mission How doing help others needy people. All fund taking government, Poor more Poor no jobs and no other facilities, Orphan Children's education problem, Widows women not doing any kind of help. Self I am did this Social work, through of Joshua Mission in Lahore, Pakistan. Amen in JESUS NAME.",Joshua Mission,12,, · Reply · May 23 at 8:23am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,"Manoj Kumar dear open border jokers champions, stop worrying about japan and other nations, anti aging pills are on way to become reality coupled with ai and robotics.",Manoj Kumar,12,, · Reply · May 23 at 3:28pm,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,," 92-300-9726224+ 92-300-9877812+ ??????? ???????? ?? ???? SMS???????????? ???-???-???? ?? ???????? ????? ???? ????? ????____????? ?????___?????___ ??????__ ????? ?????????__ ?????? ___?????? ??????? ___????? ??? ????? ???? ????_ ????? ??????? ????__????? ?????? ??? ????????",Mohammad Naeem Malik,12,, · Reply · May 24 at 3:14am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,"Hameed Kormat Please support Please support

Muscat: A number of expatriate medical staff in Oman who have alleged that their severance packages have been cut or withheld are waiting for their embassy’s response to resolve their issues.

A senior official from the Philippine embassy said that they have forwarded the nurses claim to the Ministry of Foreign Affairs (MoFA) in Oman and the embassy will be meeting the nurses on coming Wednesday.

“We had received a letter from at least 40 nurses. The Philippines ambassador to Oman has forwarded the same to MoFA. We are waiting for their response. Meanwhile, we will be meeting the nurses too,” Nasser Mustafa, labour attaché at the Philippines Embassy in Oman, told the Times of Oman.

A few weeks ago, hundreds of Indian paramedical staff and medics had approached the Indian embassy with the same claim.

Read also / Gratuity row: Medics visit Indian embassy in Oman

According to the expat medical staff, a majority of them, who have joined services in Oman between 1985 and 1994 are being reportedly denied full service gratuity.

12-year gratuity payment

They have been told to take 12-year gratuity payment, even though they have worked for more than 25 years in Oman. This has left many in the lurch as banking on the eventual payment of gratuity money they had many plans, including paying off loans.

Talking to the Times of Oman earlier, Indra Mani Pandey, India’s ambassador to Oman, said: “The embassy has been working in close cooperation with the concerned authorities in Oman to address the grievances of Indian professionals and workers brought to the attention of the embassy.”

Many, who took loans from local banks hoping to get full service gratuity to meet family needs, are now struggling to repay them as banks have issued notices.

Meanwhile, speaking on the condition of anonymity, a nurse said she was denied full service gratuity initially but later found her name on the list of full entitlement.

“I was denied full service gratuity. I had 25 years of service, but was only given 12 years gratuity. I filed a case. However, after pursuing the matter further with the ministry, I found that I had signed a document, which enables me to be eligible for full service gratuity. Now, I have approached legal advisors on this issue too,” she added.

According to medical staff, up until June 2016, everyone who was told to retire or retired voluntarily was supposed to receive full service benefits.

However, the nurses claimed that those who were told to leave after June are not getting full service benefits in line with their years spent in service.

“In 1994, a government decision promised everyone full service benefits. Some of the hospital nurses had gotten it signed, but unfortunately many did not,” a nurse added.

Expat doctors who talked to the Times of Oman said they are confused as to what gratuity they will get. “Some are getting full and some are not. It is a worrisome situation. Many have had to leave with slashed gratuity,” one medic said.

Meanwhile, the Ministry of Health has declined to comment on the issue. Recently, the Times of Oman had reported that private sector employers are forcing expat to give up their end-of-service payments for to get a No Objection Certificate.",Hameed Kormat,12,, · Reply · May 8 at 11:16pm,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,"Love Quotes and Sayings In silence, we have an opportunity to reflect, listen, and gain new insights about ourselves.",Love Quotes and Sayings,12,, · Reply · May 23 at 5:02am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Nirmal Neupane good to hear such a progressive instruct and move by our region,Nirmal Neupane,12,, · Reply · May 22 at 11:37pm,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Muhammad Imran Pakistan is fastest growing Economy.,Muhammad Imran,12,, · May 23 at 3:11am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Rajender Kumar Nice,Rajender Kumar,12,, · Reply · May 23 at 8:03am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Halim Miah Very fascinating information of#IMFAsia,Halim Miah,12,, · Reply · May 22 at 6:35pm,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Kalam Bhuiyan Like,Kalam Bhuiyan,12,, · Reply · May 23 at 8:06am,,
8-May,,Video,,"Asia is the global growth leader, but some countries risk growing old before becoming rich. Why? #IMFAsia",,,112,617,2,8,4,,,Rehulina Tarigan JESUS BLESS.,Rehulina Tarigan,12,, · Reply · May 23 at 3:53am,,
8-May,,Share,Link,"Tune in 9am, May 9 Singapore time for the live webcast of IMF's Asia& Pacific Regional Economic Outlook. #IMFAsia http://ow.ly/YMqJ30byhIP",,,3,46,1,1,,,, hope your gonna put a stop to all these free loaders,Claire Ball,2,, · Reply · May 8 at 12:30pm,,
8-May,,Share,Link,"Tune in 9am, May 9 Singapore time for the live webcast of IMF's Asia& Pacific Regional Economic Outlook. #IMFAsia http://ow.ly/YMqJ30byhIP",,,3,46,1,1,,,,Hmmm,Maya Hatters,2,, · Reply · May 8 at 4:25 pm,,
7-May,,Share,Podcast,"While some today worry they’ll lose their jobs to robots in the future, economists like Google’s Hal Varian, wonder if technology will boost productivity enough to compensate for the shifting demographics. Varian, and Harvard’s David Canning, discussed the topic during an IMF World-Bank Spring Meetings seminar last month.
Listen to the podcast: http://ow.ly/uTQD30btA7V",,,40,102,1,3,,,,Big corporates as always look for maximum profits with minimum input. They don't care about common people. Even world governments are their dolls.,Sabi Sabi,2,, · Reply · May 8 at 3:41am,,
7-May,,Share,Podcast,"While some today worry they’ll lose their jobs to robots in the future, economists like Google’s Hal Varian, wonder if technology will boost productivity enough to compensate for the shifting demographics. Varian, and Harvard’s David Canning, discussed the topic during an IMF World-Bank Spring Meetings seminar last month.
Listen to the podcast: http://ow.ly/uTQD30btA7V",,,40,102,1,3,,,,Am just wondering when ya all gonna stop spending my money especially when I have none ??????????????????,Claire Ball,2,, · Reply · May 7 at 11:27am,,
6-May,,Share,Article,"State-owned enterprises are sometimes called the “trusted (eldest) sons of the People’s Republic of China,” reflecting their contributions to economic development over the past decades. Yet, as Premier LI Keqiang declared last year, these enterprises now need to “go on a diet and get back into shape.”",,,11,56,1,2,,,,The republic of China cannot b misrepresented in capita distortion cos China survived in its economy through agricultural production before being in process of industrialisation,Fonky Goboza,2,, · Reply · May 7 at 5:09pm,,
6-May,,Share,Article,"State-owned enterprises are sometimes called the “trusted (eldest) sons of the People’s Republic of China,” reflecting their contributions to economic development over the past decades. Yet, as Premier LI Keqiang declared last year, these enterprises now need to “go on a diet and get back into shape.”",,,11,56,1,2,,,,Hmmm,Maya Hatters,2,, · Reply · May 6 at 8:16am,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,Nice to see Jihad Azour (with whom I had the pleasure of working during IMF missions to Lebanon when he was a minister of finance official) as the new Director of the Middle East and Central Asia Department. Congratulations to him and to the IMF.,Antonio Furtado,6,, · Reply · May 5 at 11:50pm,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,political stability has played a big part in all this.,Joshua Senyange,6,, · Reply · June 6 at 12:04am,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,Than advice oman government give proper end service benefit for migrants employees,Hameed Kormat,6,, · Reply · May 5 at 5:22pm,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,GDPs for Economy forget Exchange Rates and Food Prices.,James H Hong,6,, · Reply · May 6 at 3:58am,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,Hmmm,Maya Hatters,6,, · Reply · May 5 at 4:30pm,,
5-May,,Video,,"Growth is slightly improving in the countries of the Middle East and North Africa region, largely driven by higher oil prices and improved export prospects. Read our latest economic assessment for the region:",,,35,357,2,9,3,1,1,"Due to Vietnam War, United States of America might have no population",James H Hong,6,, · Reply · May 5 at 4:45pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"Good day Sir. I am victim from South Africa who was suppose to have been compensated $750 Dillion U.S., plus $250 Dillion U.S. My name is Teboho Emanuel Mamakhala, South African Identity number 8206255168085. The governement of South Africa is deliberately prolonging if not refusing to pay my compensation as a victim. Steve Harvy, Cyril Ramaphosa and Jacob Zuma know about the incident that befell me on the 29 July 2014. I was poisoned and almost killed by the former security of Nelson Mandela named Jason Tshabalala. I need your urgent help. The South African governement was suppose protect me instead pose death treaths and sabotage using the very same perpetrator Jason Tshabalala now works for ACSA Police Services. The perpetrator uses remote cameras that uses waves and tracking devices to sabotage my body system. I can't work neither sleep at night. Mr. Cyril Ramaphosa is encouraging these treaths by my perpetrator. Please help me.....",Teboho Mamakhala,18,, · May 4 at 3:16am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,???? ?????? Please enter the International Monetary Fund pressure on the Iraqi government to resolve the suffering of contractors and workers of the private sector and the payment of dues payable more than three years ago and caused the suicide and imprisonment and displacement of most contractors,???? ??????,18,, · May 3 at 8:15pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"Iam acitizen of uganda please anyone who can help pls have mercy or tell any organisation to help us
a strong drought hit Uganda (East Africa) that nothing like crops could grow but famine is killing people here indeed my family is avictim too we totaly need help food bought is very expensive that my family is extremely poor please help us for instance my mother is even having loans from Brac so as to help my family
another thing is that am the first person in my family to reach highschool and I passed it very well with 16 points but I have no tuition to take me to university please anyone who can help me in any way please help me",Mukisa Jonathan,18,, · May 6 at 7:33pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"Now is Great Depression Era, use the most emergent means.",James H Hong,18,, · Reply · May 4 at 1:50am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,I am from Bangladesh. I need some monetary help.if anyone be kind to me please help me..I lose my father at child age..now I study in medical college and I need a plenty of money....please help me 01716338039 this my account no.,Najmul Hosan Akash,18,, · Reply · May 4 at 12:01am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,They jailed their bankers lol!,Phil Graham,18,, · Reply · May 4 at 3:33pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,United States Jobs Liked (y),United States Jobs,18,, · Reply · May 4 at 4:30am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"coutry lives same problems,law of tribes dominated.",Abdelkrim Naim,18,, · Reply · May 4 at 10:23am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,USA has no population due to wars. Half of Global population are retiring.,James H Hong,18,, · Reply · May 3 at 8:39pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Every place needs to have a population pyramid.,James H Hong,18,, · Reply · May 4 at 6:54pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Hmmmm,Maya Hatters,18,, · May 3 at 9:19pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"This is old news, so why hasn't Europe, England, America, Australia, Canada and New Zealand followed suit?",Rod Barker,18,, · Reply · May 4 at 3:44pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Greetings from Peru.See Original,DetectiveAndre Ramirez,18,, · Reply · May 4 at 9:28am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Dufour,Marcelo Ling,18,, · May 4 at 2:40pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Site de la CIPRES:www.lacipres.orgSee Translation,Miskaoui Salim Ayouba,18,, · Reply · May 4 at 12:10am,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,"https://www.youtube.com/watch?v=DoqL6WHji1A India, China, Russia Bypass US Dollar Stock Up On Survival Food Today! - https://…",William Mount,18,, · Reply · May 4 at 3:47pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,We Nigeria's too,Mustapha Yahaya Abubakar,18,, · May 3 at 6:50pm,,
3-May,,Share,Article,"In a wide-ranging interview, Governor of Iceland’s central bank Már Guðmundsson talked about how Iceland turned its economy around.",,,24,117,4,,,,,Bangladesh too,Najmul Hosan Akash,18,, · Reply · May 3 at 11:24pm,,
1-May,,Share,Infographic,On this May Day—International Workers Day—we highlight our recent work on why labor—particularly middle-skilled—is losing out and what can be done about it?,,,24,80,1,1,,,,Own skills should be able to build more learning environment for everyone. Those are basis for sustainable economy growth and also don't forget for others and for each others.,Yoshitaka Torii ,17,, · Reply · May 2 at 5:03am,,
1-May,,Share,Infographic,On this May Day—International Workers Day—we highlight our recent work on why labor—particularly middle-skilled—is losing out and what can be done about it?,,,24,80,1,1,,,,"Jan Tim Domingo Falla Obviously, IT'S prymarÉlie because of all/owl/oil/ole/ale(hi-low/sæy(L)sHIGH-buysLAW) of YOUr Impossible Mission Forces (IMF), PI eyed PHIlpers of Hamlins, Sead Meyer's Civilizations, and Hugh (e(s(t.) Fort Kno(w/k)ses that are in(f/b)easting in the st...See More",Jan Tim Domingo Falla,17,, · Reply · May 2 at 6:45am,,
